,dataset,instance,interpreter,complex_model,result
0,blood,0,lime,rf,0.8939130434782608
1,blood,1,lime,rf,0.999
2,blood,2,lime,rf,0.994
3,blood,3,lime,rf,0.999
4,blood,4,lime,rf,0.8939130434782608
5,blood,5,lime,rf,0.254
6,blood,6,lime,rf,0.907
7,blood,7,lime,rf,0.67
8,blood,8,lime,rf,0.999
9,blood,9,lime,rf,0.5920000000000001
10,blood,10,lime,rf,0.79
11,blood,11,lime,rf,0.951
12,blood,12,lime,rf,0.903
13,blood,13,lime,rf,0.6859999999999999
14,blood,14,lime,rf,0.598
15,blood,15,lime,rf,0.966
16,blood,16,lime,rf,0.446
17,blood,17,lime,rf,0.8939130434782608
18,blood,18,lime,rf,0.043
19,blood,19,lime,rf,0.609
20,blood,20,lime,rf,0.08800000000000001
21,blood,21,lime,rf,0.998
22,blood,22,lime,rf,0.8939130434782608
23,blood,23,lime,rf,0.99
24,blood,24,lime,rf,0.892
25,blood,25,lime,rf,0.16
26,blood,26,lime,rf,0.8939130434782608
27,blood,27,lime,rf,0.8965217391304348
28,blood,28,lime,rf,0.929
29,blood,29,lime,rf,0.8939130434782608
30,blood,30,lime,rf,0.975
31,blood,31,lime,rf,0.813
32,blood,32,lime,rf,0.865
33,blood,33,lime,rf,0.992
34,blood,34,lime,rf,0.915
35,blood,35,lime,rf,0.98
36,blood,36,lime,rf,0.387
37,blood,37,lime,rf,0.145
38,blood,38,lime,rf,0.999
39,blood,39,lime,rf,0.999
40,blood,40,lime,rf,0.988
41,blood,41,lime,rf,0.999
42,blood,42,lime,rf,0.977
43,blood,43,lime,rf,0.984
44,blood,44,lime,rf,0.979
45,blood,45,lime,rf,0.36
46,blood,46,lime,rf,0.892
47,blood,47,lime,rf,0.365
48,blood,48,lime,rf,0.8939130434782608
49,blood,49,lime,rf,0.58
50,blood,50,lime,rf,0.998
51,blood,51,lime,rf,0.778
52,blood,52,lime,rf,0.8965217391304348
53,blood,53,lime,rf,0.8939130434782608
54,blood,54,lime,rf,0.8939130434782608
55,blood,55,lime,rf,0.015
56,blood,56,lime,rf,0.999
57,blood,57,lime,rf,0.954
58,blood,58,lime,rf,0.8939130434782608
59,blood,59,lime,rf,0.999
60,blood,60,lime,rf,0.8939130434782608
61,blood,61,lime,rf,0.8939130434782608
62,blood,62,lime,rf,0.759
63,blood,63,lime,rf,0.8939130434782608
64,blood,64,lime,rf,0.7709999999999999
65,blood,65,lime,rf,0.8939130434782608
66,blood,66,lime,rf,0.8939130434782608
67,blood,67,lime,rf,0.8939130434782608
68,blood,68,lime,rf,0.8939130434782608
69,blood,69,lime,rf,0.738
70,blood,70,lime,rf,0.994
71,blood,71,lime,rf,0.984
72,blood,72,lime,rf,0.994
73,blood,73,lime,rf,0.954
74,blood,74,lime,rf,0.716
75,blood,75,lime,rf,0.918
76,blood,76,lime,rf,0.61
77,blood,77,lime,rf,0.975
78,blood,78,lime,rf,0.8939130434782608
79,blood,79,lime,rf,0.82
80,blood,80,lime,rf,0.901
81,blood,81,lime,rf,0.959
82,blood,82,lime,rf,0.8947826086956522
83,blood,83,lime,rf,0.8640000000000001
84,blood,84,lime,rf,0.984
85,blood,85,lime,rf,0.8939130434782608
86,blood,86,lime,rf,0.98
87,blood,87,lime,rf,0.937
88,blood,88,lime,rf,0.8939130434782608
89,blood,89,lime,rf,0.984
90,blood,90,lime,rf,0.9
91,blood,91,lime,rf,0.993
92,blood,92,lime,rf,0.966
93,blood,93,lime,rf,0.97
94,blood,94,lime,rf,0.26
95,blood,95,lime,rf,0.96
96,blood,96,lime,rf,0.8939130434782608
97,blood,97,lime,rf,0.941
98,blood,98,lime,rf,0.8939130434782608
99,blood,99,lime,rf,0.139
100,blood,0,lime,mlp,0.9330434782608696
101,blood,1,lime,mlp,0.9330434782608696
102,blood,2,lime,mlp,0.9330434782608696
103,blood,3,lime,mlp,0.9330434782608696
104,blood,4,lime,mlp,0.9330434782608696
105,blood,5,lime,mlp,0.07400000000000001
106,blood,6,lime,mlp,0.994
107,blood,7,lime,mlp,0.999
108,blood,8,lime,mlp,0.9330434782608696
109,blood,9,lime,mlp,0.71
110,blood,10,lime,mlp,0.941
111,blood,11,lime,mlp,0.999
112,blood,12,lime,mlp,0.994
113,blood,13,lime,mlp,0.9330434782608696
114,blood,14,lime,mlp,0.6940000000000001
115,blood,15,lime,mlp,0.998
116,blood,16,lime,mlp,0.011
117,blood,17,lime,mlp,0.9330434782608696
118,blood,18,lime,mlp,0.1475
119,blood,19,lime,mlp,0.706
120,blood,20,lime,mlp,0.011
121,blood,21,lime,mlp,0.9330434782608696
122,blood,22,lime,mlp,0.9330434782608696
123,blood,23,lime,mlp,0.9330434782608696
124,blood,24,lime,mlp,0.983
125,blood,25,lime,mlp,0.006
126,blood,26,lime,mlp,0.9330434782608696
127,blood,27,lime,mlp,0.9330434782608696
128,blood,28,lime,mlp,0.992
129,blood,29,lime,mlp,0.9330434782608696
130,blood,30,lime,mlp,0.9330434782608696
131,blood,31,lime,mlp,0.868
132,blood,32,lime,mlp,0.897
133,blood,33,lime,mlp,0.9330434782608696
134,blood,34,lime,mlp,0.014
135,blood,35,lime,mlp,0.9330434782608696
136,blood,36,lime,mlp,0.209
137,blood,37,lime,mlp,0.011
138,blood,38,lime,mlp,0.9330434782608696
139,blood,39,lime,mlp,0.9330434782608696
140,blood,40,lime,mlp,0.9330434782608696
141,blood,41,lime,mlp,0.9330434782608696
142,blood,42,lime,mlp,0.994
143,blood,43,lime,mlp,0.9330434782608696
144,blood,44,lime,mlp,0.128
145,blood,45,lime,mlp,0.181
146,blood,46,lime,mlp,0.993
147,blood,47,lime,mlp,0.491
148,blood,48,lime,mlp,0.9330434782608696
149,blood,49,lime,mlp,0.1475
150,blood,50,lime,mlp,0.9330434782608696
151,blood,51,lime,mlp,0.936
152,blood,52,lime,mlp,0.9330434782608696
153,blood,53,lime,mlp,0.9330434782608696
154,blood,54,lime,mlp,0.9330434782608696
155,blood,55,lime,mlp,0.1475
156,blood,56,lime,mlp,0.9330434782608696
157,blood,57,lime,mlp,0.971
158,blood,58,lime,mlp,0.9330434782608696
159,blood,59,lime,mlp,0.9330434782608696
160,blood,60,lime,mlp,0.9330434782608696
161,blood,61,lime,mlp,0.9330434782608696
162,blood,62,lime,mlp,0.921
163,blood,63,lime,mlp,0.9330434782608696
164,blood,64,lime,mlp,0.942
165,blood,65,lime,mlp,0.9330434782608696
166,blood,66,lime,mlp,0.9330434782608696
167,blood,67,lime,mlp,0.998
168,blood,68,lime,mlp,0.976
169,blood,69,lime,mlp,0.994
170,blood,70,lime,mlp,0.601
171,blood,71,lime,mlp,0.9330434782608696
172,blood,72,lime,mlp,0.9330434782608696
173,blood,73,lime,mlp,0.996
174,blood,74,lime,mlp,0.995
175,blood,75,lime,mlp,0.812
176,blood,76,lime,mlp,0.002
177,blood,77,lime,mlp,0.995
178,blood,78,lime,mlp,0.9330434782608696
179,blood,79,lime,mlp,0.9330434782608696
180,blood,80,lime,mlp,0.991
181,blood,81,lime,mlp,0.997
182,blood,82,lime,mlp,0.9330434782608696
183,blood,83,lime,mlp,0.053
184,blood,84,lime,mlp,0.9330434782608696
185,blood,85,lime,mlp,0.9330434782608696
186,blood,86,lime,mlp,0.9330434782608696
187,blood,87,lime,mlp,0.856
188,blood,88,lime,mlp,0.9330434782608696
189,blood,89,lime,mlp,0.999
190,blood,90,lime,mlp,0.978
191,blood,91,lime,mlp,0.9330434782608696
192,blood,92,lime,mlp,0.994
193,blood,93,lime,mlp,0.998
194,blood,94,lime,mlp,0.067
195,blood,95,lime,mlp,0.995
196,blood,96,lime,mlp,0.9330434782608696
197,blood,97,lime,mlp,0.9330434782608696
198,blood,98,lime,mlp,0.9330434782608696
199,blood,99,lime,mlp,0.061
200,blood,0,lime,sgdc,0.9373913043478259
201,blood,1,lime,sgdc,0.9373913043478259
202,blood,2,lime,sgdc,0.9373913043478259
203,blood,3,lime,sgdc,0.9373913043478259
204,blood,4,lime,sgdc,0.9373913043478259
205,blood,5,lime,sgdc,0.145
206,blood,6,lime,sgdc,0.9373913043478259
207,blood,7,lime,sgdc,0.9373913043478259
208,blood,8,lime,sgdc,0.9373913043478259
209,blood,9,lime,sgdc,0.969
210,blood,10,lime,sgdc,0.9373913043478259
211,blood,11,lime,sgdc,0.9373913043478259
212,blood,12,lime,sgdc,0.9373913043478259
213,blood,13,lime,sgdc,0.9373913043478259
214,blood,14,lime,sgdc,0.979
215,blood,15,lime,sgdc,0.991
216,blood,16,lime,sgdc,0.14666666666666667
217,blood,17,lime,sgdc,0.9373913043478259
218,blood,18,lime,sgdc,0.14583333333333334
219,blood,19,lime,sgdc,0.973
220,blood,20,lime,sgdc,0.1425
221,blood,21,lime,sgdc,0.9373913043478259
222,blood,22,lime,sgdc,0.9373913043478259
223,blood,23,lime,sgdc,0.9373913043478259
224,blood,24,lime,sgdc,0.084
225,blood,25,lime,sgdc,0.006999999999999999
226,blood,26,lime,sgdc,0.9783333333333334
227,blood,27,lime,sgdc,0.14583333333333334
228,blood,28,lime,sgdc,0.9373913043478259
229,blood,29,lime,sgdc,0.9373913043478259
230,blood,30,lime,sgdc,0.9373913043478259
231,blood,31,lime,sgdc,0.999
232,blood,32,lime,sgdc,0.928
233,blood,33,lime,sgdc,0.9373913043478259
234,blood,34,lime,sgdc,0.14666666666666667
235,blood,35,lime,sgdc,0.9373913043478259
236,blood,36,lime,sgdc,0.003
237,blood,37,lime,sgdc,0.011
238,blood,38,lime,sgdc,0.9373913043478259
239,blood,39,lime,sgdc,0.145
240,blood,40,lime,sgdc,0.9373913043478259
241,blood,41,lime,sgdc,0.9373913043478259
242,blood,42,lime,sgdc,0.9373913043478259
243,blood,43,lime,sgdc,0.9373913043478259
244,blood,44,lime,sgdc,0.998
245,blood,45,lime,sgdc,0.001
246,blood,46,lime,sgdc,0.9373913043478259
247,blood,47,lime,sgdc,0.233
248,blood,48,lime,sgdc,0.9373913043478259
249,blood,49,lime,sgdc,0.14666666666666667
250,blood,50,lime,sgdc,0.9373913043478259
251,blood,51,lime,sgdc,0.8590000000000001
252,blood,52,lime,sgdc,0.9504347826086956
253,blood,53,lime,sgdc,0.9373913043478259
254,blood,54,lime,sgdc,0.9373913043478259
255,blood,55,lime,sgdc,0.9783333333333334
256,blood,56,lime,sgdc,0.9373913043478259
257,blood,57,lime,sgdc,0.989
258,blood,58,lime,sgdc,0.9373913043478259
259,blood,59,lime,sgdc,0.9373913043478259
260,blood,60,lime,sgdc,0.998
261,blood,61,lime,sgdc,0.9373913043478259
262,blood,62,lime,sgdc,0.8690000000000001
263,blood,63,lime,sgdc,0.9373913043478259
264,blood,64,lime,sgdc,0.867
265,blood,65,lime,sgdc,0.9373913043478259
266,blood,66,lime,sgdc,0.9373913043478259
267,blood,67,lime,sgdc,0.9373913043478259
268,blood,68,lime,sgdc,0.123
269,blood,69,lime,sgdc,0.9373913043478259
270,blood,70,lime,sgdc,0.9460869565217392
271,blood,71,lime,sgdc,0.9373913043478259
272,blood,72,lime,sgdc,0.9373913043478259
273,blood,73,lime,sgdc,0.994
274,blood,74,lime,sgdc,0.995
275,blood,75,lime,sgdc,0.145
276,blood,76,lime,sgdc,0.145
277,blood,77,lime,sgdc,0.967
278,blood,78,lime,sgdc,0.9373913043478259
279,blood,79,lime,sgdc,0.9373913043478259
280,blood,80,lime,sgdc,0.9373913043478259
281,blood,81,lime,sgdc,0.993
282,blood,82,lime,sgdc,0.9460869565217392
283,blood,83,lime,sgdc,0.044
284,blood,84,lime,sgdc,0.9373913043478259
285,blood,85,lime,sgdc,0.9373913043478259
286,blood,86,lime,sgdc,0.9373913043478259
287,blood,87,lime,sgdc,0.996
288,blood,88,lime,sgdc,0.9373913043478259
289,blood,89,lime,sgdc,0.9373913043478259
290,blood,90,lime,sgdc,0.9373913043478259
291,blood,91,lime,sgdc,0.9373913043478259
292,blood,92,lime,sgdc,0.993
293,blood,93,lime,sgdc,0.989
294,blood,94,lime,sgdc,0.145
295,blood,95,lime,sgdc,0.995
296,blood,96,lime,sgdc,0.9373913043478259
297,blood,97,lime,sgdc,0.9373913043478259
298,blood,98,lime,sgdc,0.9373913043478259
299,blood,99,lime,sgdc,0.002
300,steel,0,lime,rf,0.8333333333333334
301,steel,1,lime,rf,0.16666666666666666
302,steel,2,lime,rf,0.8333333333333334
303,steel,3,lime,rf,0.8333333333333334
304,steel,4,lime,rf,0.8333333333333334
305,steel,5,lime,rf,0.8333333333333334
306,steel,6,lime,rf,0.8333333333333334
307,steel,7,lime,rf,0.8333333333333334
308,steel,8,lime,rf,0.8333333333333334
309,steel,9,lime,rf,0.8333333333333334
310,steel,10,lime,rf,0.16666666666666666
311,steel,11,lime,rf,0.16666666666666666
312,steel,12,lime,rf,0.16666666666666666
313,steel,13,lime,rf,0.16666666666666666
314,steel,14,lime,rf,0.16666666666666666
315,steel,15,lime,rf,0.16666666666666666
316,steel,16,lime,rf,0.8333333333333334
317,steel,17,lime,rf,0.8333333333333334
318,steel,18,lime,rf,0.8333333333333334
319,steel,19,lime,rf,0.8333333333333334
320,steel,20,lime,rf,0.8333333333333334
321,steel,21,lime,rf,0.16666666666666666
322,steel,22,lime,rf,0.16666666666666666
323,steel,23,lime,rf,0.8333333333333334
324,steel,24,lime,rf,0.16666666666666666
325,steel,25,lime,rf,0.8333333333333334
326,steel,26,lime,rf,0.8333333333333334
327,steel,27,lime,rf,0.8333333333333334
328,steel,28,lime,rf,0.16666666666666666
329,steel,29,lime,rf,0.8333333333333334
330,steel,30,lime,rf,0.8333333333333334
331,steel,31,lime,rf,0.16666666666666666
332,steel,32,lime,rf,0.16666666666666666
333,steel,33,lime,rf,0.8333333333333334
334,steel,34,lime,rf,0.8333333333333334
335,steel,35,lime,rf,0.8333333333333334
336,steel,36,lime,rf,0.8333333333333334
337,steel,37,lime,rf,0.16666666666666666
338,steel,38,lime,rf,0.8333333333333334
339,steel,39,lime,rf,0.8333333333333334
340,steel,40,lime,rf,0.8333333333333334
341,steel,41,lime,rf,0.16666666666666666
342,steel,42,lime,rf,0.8333333333333334
343,steel,43,lime,rf,0.8333333333333334
344,steel,44,lime,rf,0.8333333333333334
345,steel,45,lime,rf,0.8333333333333334
346,steel,46,lime,rf,0.8333333333333334
347,steel,47,lime,rf,0.8333333333333334
348,steel,48,lime,rf,0.8333333333333334
349,steel,49,lime,rf,0.8333333333333334
350,steel,50,lime,rf,0.8333333333333334
351,steel,51,lime,rf,0.16666666666666666
352,steel,52,lime,rf,0.8333333333333334
353,steel,53,lime,rf,0.8333333333333334
354,steel,54,lime,rf,0.8333333333333334
355,steel,55,lime,rf,0.8333333333333334
356,steel,56,lime,rf,0.8333333333333334
357,steel,57,lime,rf,0.8333333333333334
358,steel,58,lime,rf,0.8240000000000001
359,steel,59,lime,rf,0.8333333333333334
360,steel,60,lime,rf,0.16666666666666666
361,steel,61,lime,rf,0.8333333333333334
362,steel,62,lime,rf,0.8333333333333334
363,steel,63,lime,rf,0.8333333333333334
364,steel,64,lime,rf,0.8333333333333334
365,steel,65,lime,rf,0.8333333333333334
366,steel,66,lime,rf,0.16666666666666666
367,steel,67,lime,rf,0.16666666666666666
368,steel,68,lime,rf,0.16666666666666666
369,steel,69,lime,rf,0.8333333333333334
370,steel,70,lime,rf,0.16666666666666666
371,steel,71,lime,rf,0.8333333333333334
372,steel,72,lime,rf,0.8333333333333334
373,steel,73,lime,rf,0.8333333333333334
374,steel,74,lime,rf,0.8333333333333334
375,steel,75,lime,rf,0.8333333333333334
376,steel,76,lime,rf,0.8333333333333334
377,steel,77,lime,rf,0.099
378,steel,78,lime,rf,0.8333333333333334
379,steel,79,lime,rf,0.8333333333333334
380,steel,80,lime,rf,0.8333333333333334
381,steel,81,lime,rf,0.8333333333333334
382,steel,82,lime,rf,0.8333333333333334
383,steel,83,lime,rf,0.16666666666666666
384,steel,84,lime,rf,0.8333333333333334
385,steel,85,lime,rf,0.16666666666666666
386,steel,86,lime,rf,0.8333333333333334
387,steel,87,lime,rf,0.16666666666666666
388,steel,88,lime,rf,0.8333333333333334
389,steel,89,lime,rf,0.8333333333333334
390,steel,90,lime,rf,0.8333333333333334
391,steel,91,lime,rf,0.8333333333333334
392,steel,92,lime,rf,0.8333333333333334
393,steel,93,lime,rf,0.8333333333333334
394,steel,94,lime,rf,0.8333333333333334
395,steel,95,lime,rf,0.8333333333333334
396,steel,96,lime,rf,0.8333333333333334
397,steel,97,lime,rf,0.16666666666666666
398,steel,98,lime,rf,0.8333333333333334
399,steel,99,lime,rf,0.16666666666666666
400,steel,0,lime,mlp,0.8333333333333334
401,steel,1,lime,mlp,0.16666666666666666
402,steel,2,lime,mlp,0.8333333333333334
403,steel,3,lime,mlp,0.8333333333333334
404,steel,4,lime,mlp,0.8333333333333334
405,steel,5,lime,mlp,0.8333333333333334
406,steel,6,lime,mlp,0.8333333333333334
407,steel,7,lime,mlp,0.8333333333333334
408,steel,8,lime,mlp,0.8333333333333334
409,steel,9,lime,mlp,0.8333333333333334
410,steel,10,lime,mlp,0.16666666666666666
411,steel,11,lime,mlp,0.16666666666666666
412,steel,12,lime,mlp,0.16666666666666666
413,steel,13,lime,mlp,0.16666666666666666
414,steel,14,lime,mlp,0.16666666666666666
415,steel,15,lime,mlp,0.16666666666666666
416,steel,16,lime,mlp,0.8333333333333334
417,steel,17,lime,mlp,0.8333333333333334
418,steel,18,lime,mlp,0.8333333333333334
419,steel,19,lime,mlp,0.8333333333333334
420,steel,20,lime,mlp,0.8333333333333334
421,steel,21,lime,mlp,0.16666666666666666
422,steel,22,lime,mlp,0.16666666666666666
423,steel,23,lime,mlp,0.8333333333333334
424,steel,24,lime,mlp,0.16666666666666666
425,steel,25,lime,mlp,0.8333333333333334
426,steel,26,lime,mlp,0.8333333333333334
427,steel,27,lime,mlp,0.8333333333333334
428,steel,28,lime,mlp,0.16666666666666666
429,steel,29,lime,mlp,0.8333333333333334
430,steel,30,lime,mlp,0.8333333333333334
431,steel,31,lime,mlp,0.16666666666666666
432,steel,32,lime,mlp,0.16666666666666666
433,steel,33,lime,mlp,0.8333333333333334
434,steel,34,lime,mlp,0.8333333333333334
435,steel,35,lime,mlp,0.8333333333333334
436,steel,36,lime,mlp,0.8333333333333334
437,steel,37,lime,mlp,0.16666666666666666
438,steel,38,lime,mlp,0.8333333333333334
439,steel,39,lime,mlp,0.8333333333333334
440,steel,40,lime,mlp,0.8333333333333334
441,steel,41,lime,mlp,0.16666666666666666
442,steel,42,lime,mlp,0.8333333333333334
443,steel,43,lime,mlp,0.8333333333333334
444,steel,44,lime,mlp,0.8333333333333334
445,steel,45,lime,mlp,0.8333333333333334
446,steel,46,lime,mlp,0.8333333333333334
447,steel,47,lime,mlp,0.8333333333333334
448,steel,48,lime,mlp,0.8333333333333334
449,steel,49,lime,mlp,0.8333333333333334
450,steel,50,lime,mlp,0.8333333333333334
451,steel,51,lime,mlp,0.16666666666666666
452,steel,52,lime,mlp,0.8333333333333334
453,steel,53,lime,mlp,0.8333333333333334
454,steel,54,lime,mlp,0.8333333333333334
455,steel,55,lime,mlp,0.8333333333333334
456,steel,56,lime,mlp,0.8333333333333334
457,steel,57,lime,mlp,0.8333333333333334
458,steel,58,lime,mlp,0.8333333333333334
459,steel,59,lime,mlp,0.8333333333333334
460,steel,60,lime,mlp,0.16666666666666666
461,steel,61,lime,mlp,0.8333333333333334
462,steel,62,lime,mlp,0.8333333333333334
463,steel,63,lime,mlp,0.8333333333333334
464,steel,64,lime,mlp,0.8333333333333334
465,steel,65,lime,mlp,0.8333333333333334
466,steel,66,lime,mlp,0.16666666666666666
467,steel,67,lime,mlp,0.16666666666666666
468,steel,68,lime,mlp,0.16666666666666666
469,steel,69,lime,mlp,0.8333333333333334
470,steel,70,lime,mlp,0.16666666666666666
471,steel,71,lime,mlp,0.8333333333333334
472,steel,72,lime,mlp,0.8333333333333334
473,steel,73,lime,mlp,0.8333333333333334
474,steel,74,lime,mlp,0.8333333333333334
475,steel,75,lime,mlp,0.8333333333333334
476,steel,76,lime,mlp,0.8333333333333334
477,steel,77,lime,mlp,0.16666666666666666
478,steel,78,lime,mlp,0.8333333333333334
479,steel,79,lime,mlp,0.8333333333333334
480,steel,80,lime,mlp,0.8333333333333334
481,steel,81,lime,mlp,0.8333333333333334
482,steel,82,lime,mlp,0.8333333333333334
483,steel,83,lime,mlp,0.16666666666666666
484,steel,84,lime,mlp,0.8333333333333334
485,steel,85,lime,mlp,0.16666666666666666
486,steel,86,lime,mlp,0.8333333333333334
487,steel,87,lime,mlp,0.16666666666666666
488,steel,88,lime,mlp,0.8333333333333334
489,steel,89,lime,mlp,0.8333333333333334
490,steel,90,lime,mlp,0.8333333333333334
491,steel,91,lime,mlp,0.8333333333333334
492,steel,92,lime,mlp,0.8333333333333334
493,steel,93,lime,mlp,0.8333333333333334
494,steel,94,lime,mlp,0.8333333333333334
495,steel,95,lime,mlp,0.8333333333333334
496,steel,96,lime,mlp,0.8333333333333334
497,steel,97,lime,mlp,0.16666666666666666
498,steel,98,lime,mlp,0.8333333333333334
499,steel,99,lime,mlp,0.16666666666666666
500,steel,0,lime,sgdc,0.8333333333333334
501,steel,1,lime,sgdc,0.001
502,steel,2,lime,sgdc,0.8333333333333334
503,steel,3,lime,sgdc,0.8333333333333334
504,steel,4,lime,sgdc,0.8333333333333334
505,steel,5,lime,sgdc,0.8333333333333334
506,steel,6,lime,sgdc,0.8333333333333334
507,steel,7,lime,sgdc,0.8333333333333334
508,steel,8,lime,sgdc,0.8333333333333334
509,steel,9,lime,sgdc,0.8333333333333334
510,steel,10,lime,sgdc,0.006999999999999999
511,steel,11,lime,sgdc,0.16666666666666666
512,steel,12,lime,sgdc,0.16666666666666666
513,steel,13,lime,sgdc,0.16666666666666666
514,steel,14,lime,sgdc,0.005
515,steel,15,lime,sgdc,0.005
516,steel,16,lime,sgdc,0.8333333333333334
517,steel,17,lime,sgdc,0.8333333333333334
518,steel,18,lime,sgdc,0.8333333333333334
519,steel,19,lime,sgdc,0.8333333333333334
520,steel,20,lime,sgdc,0.8333333333333334
521,steel,21,lime,sgdc,0.045
522,steel,22,lime,sgdc,0.019
523,steel,23,lime,sgdc,0.8333333333333334
524,steel,24,lime,sgdc,0.008
525,steel,25,lime,sgdc,0.8333333333333334
526,steel,26,lime,sgdc,0.8333333333333334
527,steel,27,lime,sgdc,0.8333333333333334
528,steel,28,lime,sgdc,0.002
529,steel,29,lime,sgdc,0.8333333333333334
530,steel,30,lime,sgdc,0.8333333333333334
531,steel,31,lime,sgdc,0.16666666666666666
532,steel,32,lime,sgdc,0.03
533,steel,33,lime,sgdc,0.8333333333333334
534,steel,34,lime,sgdc,0.8333333333333334
535,steel,35,lime,sgdc,0.8333333333333334
536,steel,36,lime,sgdc,0.8333333333333334
537,steel,37,lime,sgdc,0.006
538,steel,38,lime,sgdc,0.8333333333333334
539,steel,39,lime,sgdc,0.8333333333333334
540,steel,40,lime,sgdc,0.8333333333333334
541,steel,41,lime,sgdc,0.001
542,steel,42,lime,sgdc,0.8333333333333334
543,steel,43,lime,sgdc,0.8333333333333334
544,steel,44,lime,sgdc,0.8333333333333334
545,steel,45,lime,sgdc,0.8333333333333334
546,steel,46,lime,sgdc,0.8333333333333334
547,steel,47,lime,sgdc,0.8333333333333334
548,steel,48,lime,sgdc,0.8333333333333334
549,steel,49,lime,sgdc,0.8333333333333334
550,steel,50,lime,sgdc,0.8333333333333334
551,steel,51,lime,sgdc,0.002
552,steel,52,lime,sgdc,0.8333333333333334
553,steel,53,lime,sgdc,0.8333333333333334
554,steel,54,lime,sgdc,0.8333333333333334
555,steel,55,lime,sgdc,0.8333333333333334
556,steel,56,lime,sgdc,0.8333333333333334
557,steel,57,lime,sgdc,0.8333333333333334
558,steel,58,lime,sgdc,0.8333333333333334
559,steel,59,lime,sgdc,0.8333333333333334
560,steel,60,lime,sgdc,0.028
561,steel,61,lime,sgdc,0.8333333333333334
562,steel,62,lime,sgdc,0.8333333333333334
563,steel,63,lime,sgdc,0.8333333333333334
564,steel,64,lime,sgdc,0.8333333333333334
565,steel,65,lime,sgdc,0.8333333333333334
566,steel,66,lime,sgdc,0.16666666666666666
567,steel,67,lime,sgdc,0.005
568,steel,68,lime,sgdc,0.004
569,steel,69,lime,sgdc,0.8333333333333334
570,steel,70,lime,sgdc,0.16666666666666666
571,steel,71,lime,sgdc,0.8333333333333334
572,steel,72,lime,sgdc,0.8333333333333334
573,steel,73,lime,sgdc,0.8333333333333334
574,steel,74,lime,sgdc,0.8333333333333334
575,steel,75,lime,sgdc,0.8333333333333334
576,steel,76,lime,sgdc,0.8333333333333334
577,steel,77,lime,sgdc,0.004
578,steel,78,lime,sgdc,0.8333333333333334
579,steel,79,lime,sgdc,0.8333333333333334
580,steel,80,lime,sgdc,0.8333333333333334
581,steel,81,lime,sgdc,0.8333333333333334
582,steel,82,lime,sgdc,0.8333333333333334
583,steel,83,lime,sgdc,0.09
584,steel,84,lime,sgdc,0.8333333333333334
585,steel,85,lime,sgdc,0.16666666666666666
586,steel,86,lime,sgdc,0.8333333333333334
587,steel,87,lime,sgdc,0.001
588,steel,88,lime,sgdc,0.8333333333333334
589,steel,89,lime,sgdc,0.8333333333333334
590,steel,90,lime,sgdc,0.8333333333333334
591,steel,91,lime,sgdc,0.8333333333333334
592,steel,92,lime,sgdc,0.8333333333333334
593,steel,93,lime,sgdc,0.8333333333333334
594,steel,94,lime,sgdc,0.8333333333333334
595,steel,95,lime,sgdc,0.8333333333333334
596,steel,96,lime,sgdc,0.8333333333333334
597,steel,97,lime,sgdc,0.008
598,steel,98,lime,sgdc,0.8333333333333334
599,steel,99,lime,sgdc,0.004
600,monks,0,lime,rf,0.8598452278589854
601,monks,1,lime,rf,0.8598452278589854
602,monks,2,lime,rf,0.16666666666666666
603,monks,3,lime,rf,0.7659999999999999
604,monks,4,lime,rf,0.8598452278589854
605,monks,5,lime,rf,0.16666666666666666
606,monks,6,lime,rf,0.16666666666666666
607,monks,7,lime,rf,0.8598452278589854
608,monks,8,lime,rf,0.16666666666666666
609,monks,9,lime,rf,0.8598452278589854
610,monks,10,lime,rf,0.16666666666666666
611,monks,11,lime,rf,0.16666666666666666
612,monks,12,lime,rf,0.8598452278589854
613,monks,13,lime,rf,0.16666666666666666
614,monks,14,lime,rf,0.8598452278589854
615,monks,15,lime,rf,0.16666666666666666
616,monks,16,lime,rf,0.8598452278589854
617,monks,17,lime,rf,0.16666666666666666
618,monks,18,lime,rf,0.8598452278589854
619,monks,19,lime,rf,0.16666666666666666
620,monks,20,lime,rf,0.8598452278589854
621,monks,21,lime,rf,0.16666666666666666
622,monks,22,lime,rf,0.8598452278589854
623,monks,23,lime,rf,0.8598452278589854
624,monks,24,lime,rf,0.8598452278589854
625,monks,25,lime,rf,0.16666666666666666
626,monks,26,lime,rf,0.8598452278589854
627,monks,27,lime,rf,0.16666666666666666
628,monks,28,lime,rf,0.8598452278589854
629,monks,29,lime,rf,0.8598452278589854
630,monks,30,lime,rf,0.8598452278589854
631,monks,31,lime,rf,0.8598452278589854
632,monks,32,lime,rf,0.16666666666666666
633,monks,33,lime,rf,0.8598452278589854
634,monks,34,lime,rf,0.8598452278589854
635,monks,35,lime,rf,0.8598452278589854
636,monks,36,lime,rf,0.8598452278589854
637,monks,37,lime,rf,0.8598452278589854
638,monks,38,lime,rf,0.16666666666666666
639,monks,39,lime,rf,0.16666666666666666
640,monks,40,lime,rf,0.8598452278589854
641,monks,41,lime,rf,0.8598452278589854
642,monks,42,lime,rf,0.8598452278589854
643,monks,43,lime,rf,0.16666666666666666
644,monks,44,lime,rf,0.16666666666666666
645,monks,45,lime,rf,0.16666666666666666
646,monks,46,lime,rf,0.16666666666666666
