,dataset,instance,interpreter,complex_model,result
2546,spambase,46,lime,mlp,0.835
2547,spambase,47,lime,mlp,0.887
2548,spambase,48,lime,mlp,0.15916666666666668
2549,spambase,49,lime,mlp,0.14083333333333334
2550,spambase,50,lime,mlp,0.15333333333333332
2551,spambase,51,lime,mlp,0.15916666666666668
2552,spambase,52,lime,mlp,0.9866666666666668
2553,spambase,53,lime,mlp,0.14666666666666667
2554,spambase,54,lime,mlp,0.192
2555,spambase,55,lime,mlp,0.8358333333333333
2556,spambase,56,lime,mlp,0.231
2557,spambase,57,lime,mlp,0.13333333333333333
2558,spambase,58,lime,mlp,0.999
2559,spambase,59,lime,mlp,0.15833333333333333
2560,spambase,60,lime,mlp,0.964
2561,spambase,61,lime,mlp,0.918
2562,spambase,62,lime,mlp,0.13916666666666666
2563,spambase,63,lime,mlp,0.15666666666666668
2564,spambase,64,lime,mlp,0.15833333333333333
2565,spambase,65,lime,mlp,0.7809999999999999
2566,spambase,66,lime,mlp,0.8341666666666666
2567,spambase,67,lime,mlp,0.986
2568,spambase,68,lime,mlp,0.998
2569,spambase,69,lime,mlp,0.9933333333333332
2570,spambase,70,lime,mlp,0.16083333333333333
2571,spambase,71,lime,mlp,0.8366666666666667
2572,spambase,72,lime,mlp,0.835
2573,spambase,73,lime,mlp,0.8366666666666667
2574,spambase,74,lime,mlp,0.835
2575,spambase,75,lime,mlp,0.8358333333333333
2576,spambase,76,lime,mlp,0.8366666666666667
2577,spambase,77,lime,mlp,0.8358333333333333
2578,spambase,78,lime,mlp,0.8775
2579,spambase,79,lime,mlp,0.14833333333333334
2580,spambase,80,lime,mlp,0.8366666666666667
2581,spambase,81,lime,mlp,0.15333333333333332
2582,spambase,82,lime,mlp,0.9441666666666668
2583,spambase,83,lime,mlp,0.8140000000000001
2584,spambase,84,lime,mlp,0.835
2585,spambase,85,lime,mlp,0.8391666666666666
2586,spambase,86,lime,mlp,0.835
2587,spambase,87,lime,mlp,0.948
2588,spambase,88,lime,mlp,0.016
2589,spambase,89,lime,mlp,0.8358333333333333
2590,spambase,90,lime,mlp,0.999
2591,spambase,91,lime,mlp,0.973
2592,spambase,92,lime,mlp,0.16416666666666666
2593,spambase,93,lime,mlp,0.8358333333333333
2594,spambase,94,lime,mlp,0.12583333333333332
2595,spambase,95,lime,mlp,0.8391666666666666
2596,spambase,96,lime,mlp,0.366
2597,spambase,97,lime,mlp,0.002
2598,spambase,98,lime,mlp,0.15333333333333332
2599,spambase,99,lime,mlp,0.1625
2600,spambase,0,lime,sgdc,0.86
2601,spambase,1,lime,sgdc,0.7509999999999999
2602,spambase,2,lime,sgdc,0.14083333333333334
2603,spambase,3,lime,sgdc,0.1925
2604,spambase,4,lime,sgdc,0.14916666666666667
2605,spambase,5,lime,sgdc,0.713
2606,spambase,6,lime,sgdc,0.943
2607,spambase,7,lime,sgdc,0.86
2608,spambase,8,lime,sgdc,0.8525
2609,spambase,9,lime,sgdc,0.8516666666666667
2610,spambase,10,lime,sgdc,0.006999999999999999
2611,spambase,11,lime,sgdc,0.8516666666666667
2612,spambase,12,lime,sgdc,0.146
2613,spambase,13,lime,sgdc,0.17800000000000002
2614,spambase,14,lime,sgdc,0.14916666666666667
2615,spambase,15,lime,sgdc,0.14083333333333334
2616,spambase,16,lime,sgdc,0.9383333333333334
2617,spambase,17,lime,sgdc,0.998
2618,spambase,18,lime,sgdc,0.382
2619,spambase,19,lime,sgdc,0.706
2620,spambase,20,lime,sgdc,0.995
2621,spambase,21,lime,sgdc,0.14083333333333334
2622,spambase,22,lime,sgdc,0.111
2623,spambase,23,lime,sgdc,0.8541666666666666
2624,spambase,24,lime,sgdc,0.8508333333333333
2625,spambase,25,lime,sgdc,0.004
2626,spambase,26,lime,sgdc,0.14083333333333334
2627,spambase,27,lime,sgdc,0.7091666666666666
2628,spambase,28,lime,sgdc,0.6990000000000001
2629,spambase,29,lime,sgdc,0.998
2630,spambase,30,lime,sgdc,0.922
2631,spambase,31,lime,sgdc,0.8475
2632,spambase,32,lime,sgdc,0.022
2633,spambase,33,lime,sgdc,0.9833333333333332
2634,spambase,34,lime,sgdc,0.34600000000000003
2635,spambase,35,lime,sgdc,0.8516666666666667
2636,spambase,36,lime,sgdc,0.911
2637,spambase,37,lime,sgdc,0.14
2638,spambase,38,lime,sgdc,0.994
2639,spambase,39,lime,sgdc,0.85
2640,spambase,40,lime,sgdc,0.995
2641,spambase,41,lime,sgdc,0.7175
2642,spambase,42,lime,sgdc,0.855
2643,spambase,43,lime,sgdc,0.15
2644,spambase,44,lime,sgdc,0.9783333333333334
2645,spambase,45,lime,sgdc,0.1625
2646,spambase,46,lime,sgdc,0.86
2647,spambase,47,lime,sgdc,0.8625
2648,spambase,48,lime,sgdc,0.08900000000000001
2649,spambase,49,lime,sgdc,0.139
2650,spambase,50,lime,sgdc,0.14333333333333334
2651,spambase,51,lime,sgdc,0.071
2652,spambase,52,lime,sgdc,0.9733333333333334
2653,spambase,53,lime,sgdc,0.14166666666666666
2654,spambase,54,lime,sgdc,0.13416666666666666
2655,spambase,55,lime,sgdc,0.8575
2656,spambase,56,lime,sgdc,0.757
2657,spambase,57,lime,sgdc,0.1325
2658,spambase,58,lime,sgdc,0.8516666666666667
2659,spambase,59,lime,sgdc,0.9716666666666668
2660,spambase,60,lime,sgdc,0.855
2661,spambase,61,lime,sgdc,0.8433333333333334
2662,spambase,62,lime,sgdc,0.955
2663,spambase,63,lime,sgdc,0.14333333333333334
2664,spambase,64,lime,sgdc,0.675
2665,spambase,65,lime,sgdc,0.104
2666,spambase,66,lime,sgdc,0.8508333333333333
2667,spambase,67,lime,sgdc,0.978
2668,spambase,68,lime,sgdc,0.8541666666666666
2669,spambase,69,lime,sgdc,0.9708333333333332
2670,spambase,70,lime,sgdc,0.9066666666666666
2671,spambase,71,lime,sgdc,0.8516666666666667
2672,spambase,72,lime,sgdc,0.8516666666666667
2673,spambase,73,lime,sgdc,0.8391666666666666
2674,spambase,74,lime,sgdc,0.8508333333333333
2675,spambase,75,lime,sgdc,0.8516666666666667
2676,spambase,76,lime,sgdc,0.8516666666666667
2677,spambase,77,lime,sgdc,0.85
2678,spambase,78,lime,sgdc,0.8458333333333333
2679,spambase,79,lime,sgdc,0.9683333333333334
2680,spambase,80,lime,sgdc,0.8458333333333333
2681,spambase,81,lime,sgdc,0.9725
2682,spambase,82,lime,sgdc,0.88
2683,spambase,83,lime,sgdc,0.82
2684,spambase,84,lime,sgdc,0.969
2685,spambase,85,lime,sgdc,0.994
2686,spambase,86,lime,sgdc,0.8508333333333333
2687,spambase,87,lime,sgdc,0.369
2688,spambase,88,lime,sgdc,0.017
2689,spambase,89,lime,sgdc,0.8525
2690,spambase,90,lime,sgdc,0.999
2691,spambase,91,lime,sgdc,0.968
2692,spambase,92,lime,sgdc,0.16166666666666665
2693,spambase,93,lime,sgdc,0.995
2694,spambase,94,lime,sgdc,0.055
2695,spambase,95,lime,sgdc,0.8641666666666666
2696,spambase,96,lime,sgdc,0.635
2697,spambase,97,lime,sgdc,0.005
2698,spambase,98,lime,sgdc,0.008
2699,spambase,99,lime,sgdc,0.15416666666666667
2700,ilpd,0,lime,rf,0.569
2701,ilpd,1,lime,rf,0.6559999999999999
2702,ilpd,2,lime,rf,0.982
2703,ilpd,3,lime,rf,0.7020000000000001
2704,ilpd,4,lime,rf,0.8818342151675485
2705,ilpd,5,lime,rf,0.8818342151675485
2706,ilpd,6,lime,rf,0.997
2707,ilpd,7,lime,rf,0.8818342151675485
2708,ilpd,8,lime,rf,0.738
2709,ilpd,9,lime,rf,0.965
2710,ilpd,10,lime,rf,0.878
2711,ilpd,11,lime,rf,0.951
2712,ilpd,12,lime,rf,0.8818342151675485
2713,ilpd,13,lime,rf,0.632
2714,ilpd,14,lime,rf,0.8818342151675485
2715,ilpd,15,lime,rf,0.8420000000000001
2716,ilpd,16,lime,rf,0.8818342151675485
2717,ilpd,17,lime,rf,0.8818342151675485
2718,ilpd,18,lime,rf,0.8818342151675485
2719,ilpd,19,lime,rf,0.53
2720,ilpd,20,lime,rf,0.8818342151675485
2721,ilpd,21,lime,rf,0.37
2722,ilpd,22,lime,rf,0.496
2723,ilpd,23,lime,rf,0.775
2724,ilpd,24,lime,rf,0.992
2725,ilpd,25,lime,rf,0.066
2726,ilpd,26,lime,rf,0.998
2727,ilpd,27,lime,rf,0.8818342151675485
2728,ilpd,28,lime,rf,0.8818342151675485
2729,ilpd,29,lime,rf,0.882
2730,ilpd,30,lime,rf,0.8818342151675485
2731,ilpd,31,lime,rf,0.797
2732,ilpd,32,lime,rf,0.79
2733,ilpd,33,lime,rf,0.8818342151675485
2734,ilpd,34,lime,rf,0.833
2735,ilpd,35,lime,rf,0.8818342151675485
2736,ilpd,36,lime,rf,0.8818342151675485
2737,ilpd,37,lime,rf,0.8818342151675485
2738,ilpd,38,lime,rf,0.921
2739,ilpd,39,lime,rf,0.433
2740,ilpd,40,lime,rf,0.91
2741,ilpd,41,lime,rf,0.5329999999999999
2742,ilpd,42,lime,rf,0.7879999999999999
2743,ilpd,43,lime,rf,0.999
2744,ilpd,44,lime,rf,0.8818342151675485
2745,ilpd,45,lime,rf,0.755
2746,ilpd,46,lime,rf,0.8818342151675485
2747,ilpd,47,lime,rf,0.556
2748,ilpd,48,lime,rf,0.945
2749,ilpd,49,lime,rf,0.8818342151675485
2750,ilpd,50,lime,rf,0.725
2751,ilpd,51,lime,rf,0.826
2752,ilpd,52,lime,rf,0.851
2753,ilpd,53,lime,rf,0.439
2754,ilpd,54,lime,rf,0.9
2755,ilpd,55,lime,rf,0.8818342151675485
2756,ilpd,56,lime,rf,0.8818342151675485
2757,ilpd,57,lime,rf,0.8029999999999999
2758,ilpd,58,lime,rf,0.98
2759,ilpd,59,lime,rf,0.5539999999999999
2760,ilpd,60,lime,rf,0.723
2761,ilpd,61,lime,rf,0.994
2762,ilpd,62,lime,rf,0.8818342151675485
2763,ilpd,63,lime,rf,0.949
2764,ilpd,64,lime,rf,0.775
2765,ilpd,65,lime,rf,0.815
2766,ilpd,66,lime,rf,0.614
2767,ilpd,67,lime,rf,0.528
2768,ilpd,68,lime,rf,0.8818342151675485
2769,ilpd,69,lime,rf,0.508
2770,ilpd,70,lime,rf,0.479
2771,ilpd,71,lime,rf,0.8818342151675485
2772,ilpd,72,lime,rf,0.8818342151675485
2773,ilpd,73,lime,rf,0.784
2774,ilpd,74,lime,rf,0.71
2775,ilpd,75,lime,rf,0.923
2776,ilpd,76,lime,rf,0.8170000000000001
2777,ilpd,77,lime,rf,0.939
2778,ilpd,78,lime,rf,0.579
2779,ilpd,79,lime,rf,0.947
2780,ilpd,80,lime,rf,0.7809999999999999
2781,ilpd,81,lime,rf,0.7829999999999999
2782,ilpd,82,lime,rf,0.8818342151675485
2783,ilpd,83,lime,rf,0.77
2784,ilpd,84,lime,rf,0.91
2785,ilpd,85,lime,rf,0.923
2786,ilpd,86,lime,rf,0.8818342151675485
2787,ilpd,87,lime,rf,0.695
2788,ilpd,88,lime,rf,0.879
2789,ilpd,89,lime,rf,0.8818342151675485
2790,ilpd,90,lime,rf,0.8818342151675485
2791,ilpd,91,lime,rf,0.7659999999999999
2792,ilpd,92,lime,rf,0.919
2793,ilpd,93,lime,rf,0.8818342151675485
2794,ilpd,94,lime,rf,0.8818342151675485
2795,ilpd,95,lime,rf,0.998
2796,ilpd,96,lime,rf,0.889
2797,ilpd,97,lime,rf,0.908
2798,ilpd,98,lime,rf,0.965
2799,ilpd,99,lime,rf,0.992
2800,ilpd,0,lime,mlp,0.519
2801,ilpd,1,lime,mlp,0.526
2802,ilpd,2,lime,mlp,0.173
2803,ilpd,3,lime,mlp,0.7190000000000001
2804,ilpd,4,lime,mlp,0.8835978835978836
2805,ilpd,5,lime,mlp,0.8835978835978836
2806,ilpd,6,lime,mlp,0.8835978835978836
2807,ilpd,7,lime,mlp,0.8835978835978836
2808,ilpd,8,lime,mlp,0.958
2809,ilpd,9,lime,mlp,0.999
2810,ilpd,10,lime,mlp,0.71
2811,ilpd,11,lime,mlp,0.8835978835978836
2812,ilpd,12,lime,mlp,0.8835978835978836
2813,ilpd,13,lime,mlp,0.908
2814,ilpd,14,lime,mlp,0.8835978835978836
2815,ilpd,15,lime,mlp,0.977
2816,ilpd,16,lime,mlp,0.8835978835978836
2817,ilpd,17,lime,mlp,0.8835978835978836
2818,ilpd,18,lime,mlp,0.8835978835978836
2819,ilpd,19,lime,mlp,0.8079999999999999
2820,ilpd,20,lime,mlp,0.8835978835978836
2821,ilpd,21,lime,mlp,0.452
2822,ilpd,22,lime,mlp,0.068
2823,ilpd,23,lime,mlp,0.988
2824,ilpd,24,lime,mlp,0.7140000000000001
2825,ilpd,25,lime,mlp,0.223
2826,ilpd,26,lime,mlp,0.994
2827,ilpd,27,lime,mlp,0.8835978835978836
2828,ilpd,28,lime,mlp,0.8835978835978836
2829,ilpd,29,lime,mlp,0.446
2830,ilpd,30,lime,mlp,0.8835978835978836
2831,ilpd,31,lime,mlp,0.522
2832,ilpd,32,lime,mlp,0.5670000000000001
2833,ilpd,33,lime,mlp,0.987
2834,ilpd,34,lime,mlp,0.975
2835,ilpd,35,lime,mlp,0.8835978835978836
2836,ilpd,36,lime,mlp,0.8835978835978836
2837,ilpd,37,lime,mlp,0.603
2838,ilpd,38,lime,mlp,0.99
2839,ilpd,39,lime,mlp,0.14
2840,ilpd,40,lime,mlp,0.081
2841,ilpd,41,lime,mlp,0.376
2842,ilpd,42,lime,mlp,0.901
2843,ilpd,43,lime,mlp,0.944
2844,ilpd,44,lime,mlp,0.8835978835978836
2845,ilpd,45,lime,mlp,0.634
2846,ilpd,46,lime,mlp,0.8835978835978836
2847,ilpd,47,lime,mlp,0.16666666666666666
2848,ilpd,48,lime,mlp,0.313
2849,ilpd,49,lime,mlp,0.8835978835978836
2850,ilpd,50,lime,mlp,0.998
2851,ilpd,51,lime,mlp,0.8835978835978836
2852,ilpd,52,lime,mlp,0.995
2853,ilpd,53,lime,mlp,0.168
2854,ilpd,54,lime,mlp,0.127
2855,ilpd,55,lime,mlp,0.8835978835978836
2856,ilpd,56,lime,mlp,0.8835978835978836
2857,ilpd,57,lime,mlp,0.8835978835978836
2858,ilpd,58,lime,mlp,0.047
2859,ilpd,59,lime,mlp,0.994
2860,ilpd,60,lime,mlp,0.688
2861,ilpd,61,lime,mlp,0.195
2862,ilpd,62,lime,mlp,0.8835978835978836
2863,ilpd,63,lime,mlp,0.988
2864,ilpd,64,lime,mlp,0.192
2865,ilpd,65,lime,mlp,0.379
2866,ilpd,66,lime,mlp,0.524
2867,ilpd,67,lime,mlp,0.199
2868,ilpd,68,lime,mlp,0.8835978835978836
2869,ilpd,69,lime,mlp,0.331
2870,ilpd,70,lime,mlp,0.313
2871,ilpd,71,lime,mlp,0.968
2872,ilpd,72,lime,mlp,0.8835978835978836
2873,ilpd,73,lime,mlp,0.951
2874,ilpd,74,lime,mlp,0.336
2875,ilpd,75,lime,mlp,0.852
2876,ilpd,76,lime,mlp,0.5379999999999999
2877,ilpd,77,lime,mlp,0.003
2878,ilpd,78,lime,mlp,0.382
2879,ilpd,79,lime,mlp,0.988
2880,ilpd,80,lime,mlp,0.956
2881,ilpd,81,lime,mlp,0.916
2882,ilpd,82,lime,mlp,0.995
2883,ilpd,83,lime,mlp,0.194
2884,ilpd,84,lime,mlp,0.926
2885,ilpd,85,lime,mlp,0.77
2886,ilpd,86,lime,mlp,0.8835978835978836
2887,ilpd,87,lime,mlp,0.5760000000000001
2888,ilpd,88,lime,mlp,0.479
2889,ilpd,89,lime,mlp,0.8835978835978836
2890,ilpd,90,lime,mlp,0.8835978835978836
2891,ilpd,91,lime,mlp,0.8835978835978836
2892,ilpd,92,lime,mlp,0.974
2893,ilpd,93,lime,mlp,0.947
2894,ilpd,94,lime,mlp,0.8835978835978836
2895,ilpd,95,lime,mlp,0.8835978835978836
2896,ilpd,96,lime,mlp,0.8835978835978836
2897,ilpd,97,lime,mlp,0.8835978835978836
2898,ilpd,98,lime,mlp,0.8835978835978836
2899,ilpd,99,lime,mlp,0.951
2900,ilpd,0,lime,sgdc,0.177
2901,ilpd,1,lime,sgdc,0.9488536155202819
2902,ilpd,2,lime,sgdc,0.866
2903,ilpd,3,lime,sgdc,0.9488536155202819
2904,ilpd,4,lime,sgdc,0.9488536155202819
2905,ilpd,5,lime,sgdc,0.9488536155202819
2906,ilpd,6,lime,sgdc,0.9488536155202819
2907,ilpd,7,lime,sgdc,0.9488536155202819
2908,ilpd,8,lime,sgdc,0.9488536155202819
2909,ilpd,9,lime,sgdc,0.9488536155202819
2910,ilpd,10,lime,sgdc,0.9488536155202819
2911,ilpd,11,lime,sgdc,0.994
2912,ilpd,12,lime,sgdc,0.9488536155202819
2913,ilpd,13,lime,sgdc,0.182
2914,ilpd,14,lime,sgdc,0.9488536155202819
2915,ilpd,15,lime,sgdc,0.9488536155202819
2916,ilpd,16,lime,sgdc,0.9488536155202819
2917,ilpd,17,lime,sgdc,0.9488536155202819
2918,ilpd,18,lime,sgdc,0.9488536155202819
2919,ilpd,19,lime,sgdc,0.012
2920,ilpd,20,lime,sgdc,0.9488536155202819
2921,ilpd,21,lime,sgdc,0.935
2922,ilpd,22,lime,sgdc,0.946
2923,ilpd,23,lime,sgdc,0.5820000000000001
2924,ilpd,24,lime,sgdc,0.9488536155202819
2925,ilpd,25,lime,sgdc,0.1275
2926,ilpd,26,lime,sgdc,0.9488536155202819
2927,ilpd,27,lime,sgdc,0.9488536155202819
2928,ilpd,28,lime,sgdc,0.9488536155202819
2929,ilpd,29,lime,sgdc,0.28300000000000003
2930,ilpd,30,lime,sgdc,0.9488536155202819
2931,ilpd,31,lime,sgdc,0.12666666666666668
2932,ilpd,32,lime,sgdc,0.9488536155202819
2933,ilpd,33,lime,sgdc,0.9488536155202819
2934,ilpd,34,lime,sgdc,0.057
2935,ilpd,35,lime,sgdc,0.9479717813051146
2936,ilpd,36,lime,sgdc,0.9488536155202819
2937,ilpd,37,lime,sgdc,0.9488536155202819
2938,ilpd,38,lime,sgdc,0.9488536155202819
2939,ilpd,39,lime,sgdc,0.1275
2940,ilpd,40,lime,sgdc,0.9488536155202819
2941,ilpd,41,lime,sgdc,0.999
2942,ilpd,42,lime,sgdc,0.884
2943,ilpd,43,lime,sgdc,0.9488536155202819
2944,ilpd,44,lime,sgdc,0.9488536155202819
2945,ilpd,45,lime,sgdc,0.9488536155202819
2946,ilpd,46,lime,sgdc,0.9488536155202819
2947,ilpd,47,lime,sgdc,0.12916666666666668
2948,ilpd,48,lime,sgdc,0.9488536155202819
2949,ilpd,49,lime,sgdc,0.9488536155202819
2950,ilpd,50,lime,sgdc,0.12916666666666668
2951,ilpd,51,lime,sgdc,0.9488536155202819
2952,ilpd,52,lime,sgdc,0.911
2953,ilpd,53,lime,sgdc,0.607
2954,ilpd,54,lime,sgdc,0.7929999999999999
2955,ilpd,55,lime,sgdc,0.9488536155202819
2956,ilpd,56,lime,sgdc,0.9488536155202819
2957,ilpd,57,lime,sgdc,0.9488536155202819
2958,ilpd,58,lime,sgdc,0.01
2959,ilpd,59,lime,sgdc,0.12666666666666668
2960,ilpd,60,lime,sgdc,0.12916666666666668
2961,ilpd,61,lime,sgdc,0.9488536155202819
2962,ilpd,62,lime,sgdc,0.9488536155202819
2963,ilpd,63,lime,sgdc,0.583
2964,ilpd,64,lime,sgdc,0.026
2965,ilpd,65,lime,sgdc,0.847
2966,ilpd,66,lime,sgdc,0.989
2967,ilpd,67,lime,sgdc,0.957
2968,ilpd,68,lime,sgdc,0.9488536155202819
2969,ilpd,69,lime,sgdc,0.9488536155202819
2970,ilpd,70,lime,sgdc,0.12833333333333333
2971,ilpd,71,lime,sgdc,0.9488536155202819
2972,ilpd,72,lime,sgdc,0.9488536155202819
2973,ilpd,73,lime,sgdc,0.002
2974,ilpd,74,lime,sgdc,0.999
2975,ilpd,75,lime,sgdc,0.9488536155202819
2976,ilpd,76,lime,sgdc,0.743
2977,ilpd,77,lime,sgdc,0.388
2978,ilpd,78,lime,sgdc,0.022
2979,ilpd,79,lime,sgdc,0.9488536155202819
2980,ilpd,80,lime,sgdc,0.105
2981,ilpd,81,lime,sgdc,0.768
2982,ilpd,82,lime,sgdc,0.9488536155202819
2983,ilpd,83,lime,sgdc,0.9488536155202819
2984,ilpd,84,lime,sgdc,0.9488536155202819
2985,ilpd,85,lime,sgdc,0.9488536155202819
2986,ilpd,86,lime,sgdc,0.9488536155202819
2987,ilpd,87,lime,sgdc,0.989
2988,ilpd,88,lime,sgdc,0.792
2989,ilpd,89,lime,sgdc,0.9488536155202819
2990,ilpd,90,lime,sgdc,0.9488536155202819
2991,ilpd,91,lime,sgdc,0.1275
2992,ilpd,92,lime,sgdc,0.999
2993,ilpd,93,lime,sgdc,0.9488536155202819
2994,ilpd,94,lime,sgdc,0.9488536155202819
2995,ilpd,95,lime,sgdc,0.9488536155202819
2996,ilpd,96,lime,sgdc,0.006999999999999999
2997,ilpd,97,lime,sgdc,0.9488536155202819
2998,ilpd,98,lime,sgdc,0.02
2999,ilpd,99,lime,sgdc,0.9488536155202819
3000,blood,0,gplearn,rf,0.96
3001,blood,1,gplearn,rf,0.999
3002,blood,2,gplearn,rf,0.994
3003,blood,3,gplearn,rf,0.999
3004,blood,4,gplearn,rf,0.9678260869565216
3005,blood,5,gplearn,rf,0.746
3006,blood,6,gplearn,rf,0.907
3007,blood,7,gplearn,rf,0.67
3008,blood,8,gplearn,rf,0.999
3009,blood,9,gplearn,rf,0.5920000000000001
3010,blood,10,gplearn,rf,0.79
3011,blood,11,gplearn,rf,0.951
3012,blood,12,gplearn,rf,0.903
3013,blood,13,gplearn,rf,0.6859999999999999
3014,blood,14,gplearn,rf,0.598
3015,blood,15,gplearn,rf,0.966
3016,blood,16,gplearn,rf,0.5539999999999999
3017,blood,17,gplearn,rf,0.9539130434782608
3018,blood,18,gplearn,rf,0.957
3019,blood,19,gplearn,rf,0.609
3020,blood,20,gplearn,rf,0.912
3021,blood,21,gplearn,rf,0.998
3022,blood,22,gplearn,rf,0.9626086956521741
3023,blood,23,gplearn,rf,0.99
3024,blood,24,gplearn,rf,0.892
3025,blood,25,gplearn,rf,0.84
3026,blood,26,gplearn,rf,0.9721739130434782
3027,blood,27,gplearn,rf,0.8939130434782608
3028,blood,28,gplearn,rf,0.929
3029,blood,29,gplearn,rf,0.8939130434782608
3030,blood,30,gplearn,rf,0.975
3031,blood,31,gplearn,rf,0.813
3032,blood,32,gplearn,rf,0.865
3033,blood,33,gplearn,rf,0.992
3034,blood,34,gplearn,rf,0.915
3035,blood,35,gplearn,rf,0.98
3036,blood,36,gplearn,rf,0.613
3037,blood,37,gplearn,rf,0.855
3038,blood,38,gplearn,rf,0.999
3039,blood,39,gplearn,rf,0.999
3040,blood,40,gplearn,rf,0.988
3041,blood,41,gplearn,rf,0.999
3042,blood,42,gplearn,rf,0.977
3043,blood,43,gplearn,rf,0.984
3044,blood,44,gplearn,rf,0.979
3045,blood,45,gplearn,rf,0.64
3046,blood,46,gplearn,rf,0.892
3047,blood,47,gplearn,rf,0.635
3048,blood,48,gplearn,rf,0.9626086956521741
3049,blood,49,gplearn,rf,0.581
3050,blood,50,gplearn,rf,0.998
3051,blood,51,gplearn,rf,0.778
3052,blood,52,gplearn,rf,0.9626086956521741
3053,blood,53,gplearn,rf,0.9634782608695652
3054,blood,54,gplearn,rf,0.971304347826087
3055,blood,55,gplearn,rf,0.985
3056,blood,56,gplearn,rf,0.999
3057,blood,57,gplearn,rf,0.954
3058,blood,58,gplearn,rf,0.9339130434782608
3059,blood,59,gplearn,rf,0.999
3060,blood,60,gplearn,rf,0.957391304347826
3061,blood,61,gplearn,rf,0.9626086956521741
3062,blood,62,gplearn,rf,0.759
3063,blood,63,gplearn,rf,0.9652173913043478
3064,blood,64,gplearn,rf,0.7709999999999999
3065,blood,65,gplearn,rf,0.9626086956521741
3066,blood,66,gplearn,rf,0.9626086956521741
3067,blood,67,gplearn,rf,0.8939130434782608
3068,blood,68,gplearn,rf,0.9608695652173912
3069,blood,69,gplearn,rf,0.738
3070,blood,70,gplearn,rf,0.994
3071,blood,71,gplearn,rf,0.984
3072,blood,72,gplearn,rf,0.994
3073,blood,73,gplearn,rf,0.954
3074,blood,74,gplearn,rf,0.716
3075,blood,75,gplearn,rf,0.918
3076,blood,76,gplearn,rf,0.61
3077,blood,77,gplearn,rf,0.975
3078,blood,78,gplearn,rf,0.9634782608695652
3079,blood,79,gplearn,rf,0.82
3080,blood,80,gplearn,rf,0.901
3081,blood,81,gplearn,rf,0.959
3082,blood,82,gplearn,rf,0.9339130434782608
3083,blood,83,gplearn,rf,0.8640000000000001
3084,blood,84,gplearn,rf,0.984
3085,blood,85,gplearn,rf,0.9634782608695652
3086,blood,86,gplearn,rf,0.98
3087,blood,87,gplearn,rf,0.937
3088,blood,88,gplearn,rf,0.9626086956521741
3089,blood,89,gplearn,rf,0.984
3090,blood,90,gplearn,rf,0.9
3091,blood,91,gplearn,rf,0.993
3092,blood,92,gplearn,rf,0.966
3093,blood,93,gplearn,rf,0.97
3094,blood,94,gplearn,rf,0.74
3095,blood,95,gplearn,rf,0.96
3096,blood,96,gplearn,rf,0.8939130434782608
3097,blood,97,gplearn,rf,0.941
3098,blood,98,gplearn,rf,0.9626086956521741
3099,blood,99,gplearn,rf,0.861
3100,blood,0,gplearn,mlp,0.9765217391304348
3101,blood,1,gplearn,mlp,0.9756521739130436
3102,blood,2,gplearn,mlp,0.9756521739130436
3103,blood,3,gplearn,mlp,0.9565217391304348
3104,blood,4,gplearn,mlp,0.9765217391304348
3105,blood,5,gplearn,mlp,0.926
3106,blood,6,gplearn,mlp,0.994
3107,blood,7,gplearn,mlp,0.999
3108,blood,8,gplearn,mlp,0.9756521739130436
3109,blood,9,gplearn,mlp,0.71
3110,blood,10,gplearn,mlp,0.941
3111,blood,11,gplearn,mlp,0.999
3112,blood,12,gplearn,mlp,0.994
3113,blood,13,gplearn,mlp,0.9791304347826087
3114,blood,14,gplearn,mlp,0.6940000000000001
3115,blood,15,gplearn,mlp,0.998
3116,blood,16,gplearn,mlp,0.989
3117,blood,17,gplearn,mlp,0.9643478260869566
3118,blood,18,gplearn,mlp,0.9625
3119,blood,19,gplearn,mlp,0.831
3120,blood,20,gplearn,mlp,0.989
3121,blood,21,gplearn,mlp,0.9756521739130436
3122,blood,22,gplearn,mlp,0.9791304347826087
3123,blood,23,gplearn,mlp,0.9756521739130436
3124,blood,24,gplearn,mlp,0.983
3125,blood,25,gplearn,mlp,0.994
3126,blood,26,gplearn,mlp,0.9782608695652174
3127,blood,27,gplearn,mlp,0.9330434782608696
3128,blood,28,gplearn,mlp,0.992
3129,blood,29,gplearn,mlp,0.982608695652174
3130,blood,30,gplearn,mlp,0.9495652173913044
3131,blood,31,gplearn,mlp,0.868
3132,blood,32,gplearn,mlp,0.8959999999999999
3133,blood,33,gplearn,mlp,0.9756521739130436
3134,blood,34,gplearn,mlp,0.986
3135,blood,35,gplearn,mlp,0.9756521739130436
3136,blood,36,gplearn,mlp,0.7909999999999999
3137,blood,37,gplearn,mlp,0.989
3138,blood,38,gplearn,mlp,0.9591304347826088
3139,blood,39,gplearn,mlp,0.9678260869565216
3140,blood,40,gplearn,mlp,0.971304347826087
3141,blood,41,gplearn,mlp,0.9756521739130436
3142,blood,42,gplearn,mlp,0.994
3143,blood,43,gplearn,mlp,0.9669565217391304
3144,blood,44,gplearn,mlp,0.872
3145,blood,45,gplearn,mlp,0.8190000000000001
3146,blood,46,gplearn,mlp,0.993
3147,blood,47,gplearn,mlp,0.732
3148,blood,48,gplearn,mlp,0.9756521739130436
3149,blood,49,gplearn,mlp,0.8525
